,id,ein,name,careofname,address,city,state,zipcode,exemption_number,subsection_code,affiliation_code,classification_codes,ruling_date,deductibility_code,foundation_code,activity_codes,organization_code,exempt_organization_status_code,tax_period,asset_code,income_code,filing_requirement_code,pf_filing_requirement_code,accounting_period,asset_amount,income_amount,revenue_amount,ntee_code,sort_name,created_at,updated_at,data_source,have_extracts,have_pdfs
0,341976509,341976509,BALTIMORE AREA EVALUATORS INCORPORATED,% LESLIE GABAY-SWANSTON,814 NEWINGTON AVE,BALTIMORE,MD,21217-4629,0,6,3,1000,2015-08-01,2,0,000000000,1,1,2021-06-01,0,0,2,0,6,0,0,0,S41,LYNCH CHRISTINA O,2023-01-17T16:20:28.586Z,2023-01-17T16:20:28.586Z,,,
0,815132657,815132657,BALTIMORE ARTS MOVEMENT INC,% CHRIS BRYAN,110 W SARATOGA ST APT 4,BALTIMORE,MD,21201-3523,0,3,3,2000,2017-02-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,A20,,2023-01-17T16:26:27.757Z,2023-01-17T16:26:27.757Z,,,
0,473356170,473356170,BALTIMORE BIKE PARTY INC,% KIMBERLY LILLIG,1700 W 41ST UNIT 480,BALTIMORE,MD,21211-1674,0,3,3,1000,2016-01-01,1,16,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,S20,,2023-01-17T16:23:51.876Z,2023-01-17T16:23:51.876Z,,,
0,20546093,20546093,BALTIMORE BIRD FANCIERS INC,% RAYMOND E RETER,10310 MALCOLM CIRCLE,COCKEYSVILLE,MD,21030-3920,0,4,3,3000,2011-09-01,2,0,000000000,1,1,2020-12-01,0,0,2,0,12,0,0,0,N50,,2023-01-17T16:16:43.291Z,2023-01-17T16:16:43.291Z,,,
0,863384875,863384875,BALTIMORE BLACK DANCE COLLECTIVE,% BALTIMORE BLACK DANCE COLLECTIVE,3708 PINELEA RD,PIKESVILLE,MD,21208-2341,0,3,3,1200,2021-08-01,1,16,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,A62,,2023-01-17T16:27:47.421Z,2023-01-17T16:27:47.421Z,,,
0,244158815,244158815,BALTIMORE CHILDRENS CHOIR INC,% SUSAN SCHNERING,3426 BANK ST,BALTIMORE,MD,21224-2301,0,3,3,1200,2014-03-01,1,16,000000000,1,1,2022-06-01,0,0,2,0,6,0,0,0,A6B,,2023-01-17T16:18:38.766Z,2023-01-17T16:18:38.766Z,,,
0,521936502,521936502,BALTIMORE CHRISTIAN CENTER INC,,620 S BEECHFIELD AVE,BALTIMORE,MD,21229-4419,0,3,3,7000,1996-12-01,1,10,001000000,1,1,,0,0,6,0,12,,,,X99Z,OVERCOMERS TABERNACLE,2023-01-17T16:24:29.552Z,2023-01-17T16:24:29.552Z,,,
0,812548875,812548875,BALTIMORE CITY ENGINEERING ALLIANCE,,100 KANE ST,BALTIMORE,MD,21224-1726,0,3,3,2000,2017-02-01,1,15,000000000,1,1,2021-06-01,2,2,2,0,6,24893,12305,12305,B90,,2023-01-17T16:26:15.385Z,2023-01-17T16:26:15.385Z,,,
0,262866357,262866357,BALTIMORE CLUB FOUNDATION INC,% DON BLUM,PO BOX 20393,BALTIMORE,MD,21284-0393,0,3,3,1200,2009-09-01,1,16,000000000,1,1,2021-10-01,4,3,1,0,10,130318,55067,55067,P20,,2023-01-17T16:19:09.908Z,2023-01-17T16:19:09.908Z,,,
0,237180620,237180620,BALTIMORE COMMUNITY FOUNDATION INC,% JOHN MUCHAI,11 E MOUNT ROYAL AVE 2ND FLOOR,BALTIMORE,MD,21202-5513,0,3,3,1000,1972-10-01,1,15,602903000,1,1,2021-12-01,9,9,1,0,12,302066491,76184211,73158770,T310,,2023-01-17T16:18:15.167Z,2023-01-17T16:18:15.167Z,,,
0,521910819,521910819,BALTIMORE COMPOSERS FORUM INC,% HARRIET KATZ PRESIDENT,4001 OLD COURT RD APT 515,PIKESVILLE,MD,21208-6521,0,3,3,2000,2012-02-01,1,15,995090000,1,1,2021-12-01,0,0,2,0,12,0,0,0,A69,,2023-01-17T16:24:29.187Z,2023-01-17T16:24:29.187Z,,,
0,522070055,522070055,BALTIMORE CONSERVATORY ASSOCIATION INC,% MARGAET H STANSBRURY,PO BOX 5668,BALTIMORE,MD,21210-0668,0,3,3,1000,2020-10-01,1,15,994060000,1,1,2021-12-01,0,0,2,0,12,0,0,0,A11,,2023-01-17T16:24:31.728Z,2023-01-17T16:24:31.728Z,,,
0,453675388,453675388,BALTIMORE COUNTY MONUMENT COMMISSION,% LINDSEY & ASSOCIATES LLC,606 BALTIMORE AVE STE 204,TOWSON,MD,21204-4097,0,3,3,1000,2013-01-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,A80,,2023-01-17T16:22:56.635Z,2023-01-17T16:22:56.635Z,,,
0,823736466,823736466,BALTIMORE CRIMSON TIDE INC,% KIMBERLY TOWNES,407 N STREEPER ST,BALTIMORE,MD,21224-1231,0,3,3,1000,2018-01-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,N65,,2023-01-17T16:26:43.420Z,2023-01-17T16:26:43.420Z,,,
0,521799922,521799922,BALTIMORE CRISIS RESPONSE INC,% EDGAR K WIGGINS,5124 GREENWICH AVE,BALTIMORE,MD,21229-2314,0,3,3,1200,1993-07-01,1,15,166000000,1,1,2021-06-01,6,7,1,0,6,3702735,8662228,8662228,F40Z,,2023-01-17T16:24:27.328Z,2023-01-17T16:24:27.328Z,,,
0,451709541,451709541,BALTIMORE FIELD HOCKEY ASSOCIATION,,900 E FAYETTE STREET,BALTIMORE,MD,21203-7501,0,3,3,1000,2016-09-01,1,16,000000000,5,1,2021-12-01,2,3,2,0,12,10503,32654,32654,N60,BFHA -BALTIMORE FIELD HOCKEY ASSOC,2023-01-17T16:22:51.147Z,2023-01-17T16:22:51.147Z,,,
0,264609875,264609875,BALTIMORE FLUTE CHOIR INC,% LAUREL EWELL,21 STILLWAY GARTH,COCKEYSVILLE,MD,21030-2830,0,3,3,1000,2010-02-01,1,16,000000000,1,1,2022-05-01,0,0,2,0,5,0,0,0,A68,,2023-01-17T16:19:17.647Z,2023-01-17T16:19:17.647Z,,,
0,204581576,204581576,BALTIMORE GAELIC ATHLETIC ASSOCIATION,% SIOBHAN CALLANAN,16924 YEOHO RD,PARKTON,MD,21120-9616,0,4,3,2000,2009-04-01,2,0,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,N60,,2023-01-17T16:17:15.896Z,2023-01-17T16:17:15.896Z,,,
0,521071139,521071139,BALTIMORE HIGHLANDS RECREATION COUNCIL,,4200 ANNAPOLIS RD,HALETHORPE,MD,21227-3617,0,3,3,2000,1979-08-01,1,15,296000000,5,1,2020-06-01,0,2,2,0,6,0,18699,18699,,,2023-01-17T16:24:17.726Z,2023-01-17T16:24:17.726Z,,,
0,811212553,811212553,BALTIMORE JAZZ HOUSE INC,% RICHARD E WATKINS,PO BOX 404,REISTERSTOWN,MD,21136-0404,0,3,3,1000,2016-06-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,A68,,2023-01-17T16:26:09.489Z,2023-01-17T16:26:09.489Z,,,
0,463151875,463151875,BALTIMORE JEWELRY CENTER INC,,10 E NORTH AVE STE 130,BALTIMORE,MD,21202-4886,0,3,3,1000,2014-07-01,1,16,000000000,1,1,2021-06-01,5,4,1,0,6,540955,441447,421242,P20,BALTIMORE JEWELRY CENTER,2023-01-17T16:23:17.851Z,2023-01-17T16:23:17.851Z,,,
0,521780834,521780834,BALTIMORE METROPOLITAN COUNCIL INC,% BALT,1500 WHETSTONE WAY STE 300,BALTIMORE,MD,21230-4767,0,3,3,1000,1993-07-01,1,15,408000000,1,1,,0,0,14,0,6,,,,S80,,2023-01-17T16:24:26.990Z,2023-01-17T16:24:26.990Z,,,
0,521267541,521267541,BALTIMORE PHILHARMONIA ORCHESTRA INC,% RAY DISNEY,9613 HARFORD RD STE C,PARKVILLE,MD,21234-2150,0,3,3,1200,1983-01-01,1,16,090000000,1,1,2020-08-01,0,0,2,0,8,0,0,0,,,2023-01-17T16:24:20.594Z,2023-01-17T16:24:20.594Z,,,
0,521342380,521342380,BALTIMORE POSTAL CUSTOMERS COUNCIL,% JUDITH ANTISDEL,119 ROESLER RD,GLEN BURNIE,MD,21060-6527,0,6,3,2000,1984-06-01,2,0,229000000,5,1,2021-12-01,0,0,2,0,12,0,0,0,,,2023-01-17T16:24:22.048Z,2023-01-17T16:24:22.048Z,,,
0,862247812,862247812,BALTIMORE REFORESTATION PROJECT INC,% CHRISTOPHER PALAZZI,2314 BOSTON ST,BALTIMORE,MD,21224-3601,0,3,3,1000,2021-07-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,C50,,2023-01-17T16:27:44.614Z,2023-01-17T16:27:44.614Z,,,
0,520703403,520703403,BALTIMORE RESCUE MISSION INC,,4 N CENTRAL AVE,BALTIMORE,MD,21202-4622,0,3,3,1000,1980-11-01,1,15,005029000,1,1,2021-12-01,6,5,1,0,12,1096436,849328,849328,,,2023-01-17T16:24:15.073Z,2023-01-17T16:24:15.073Z,,,
0,412141303,412141303,BALTIMORE SCHOOL OF DIVINITY,% JOHN P CARTER,1411 GARDMAN AVE,BALTIMORE,MD,21209-2122,0,3,3,1000,2007-12-01,1,11,000000000,1,1,2022-06-01,0,0,2,0,6,0,0,0,B99,,2023-01-17T16:22:24.553Z,2023-01-17T16:22:24.553Z,,,
0,770659339,770659339,BALTIMORE SYMPHONY ENDOWMENT TRUST,% TERRY ARMACOST,1212 CATHEDRAL STREET,BALTIMORE,MD,21201-5556,0,3,3,2000,2006-07-01,1,17,000000000,2,1,2021-08-01,9,8,1,0,8,103664720,39811324,13499613,B11,,2023-01-17T16:26:01.453Z,2023-01-17T16:26:01.453Z,,,
0,520629696,520629696,BALTIMORE SYMPHONY ORCHESTRA INC,,1212 CATHEDRAL ST,BALTIMORE,MD,21201-5556,0,3,3,2000,1944-07-01,1,15,119000000,1,1,2021-08-01,8,8,1,0,8,16033795,21014016,20177740,A690,,2023-01-17T16:24:14.577Z,2023-01-17T16:24:14.577Z,,,
0,264031411,264031411,BALTIMORE TREE TRUST INC,% ALEX G FISHER,2631 SISSON ST,BALTIMORE,MD,21211-3119,0,3,3,1000,2009-02-01,1,15,000000000,1,1,2021-12-01,6,6,1,0,12,1050973,1490236,1490236,C30,,2023-01-17T16:19:15.616Z,2023-01-17T16:19:15.616Z,,,
0,261195819,261195819,BALTIMORE YOUTH BASEBALL ASSOCIATION,% MUSTANGS TRAVEL BASEBALL,PO BOX 243,BALTIMORE,OH,43105-0243,0,3,3,2000,2018-03-01,1,16,000000000,2,1,2021-12-01,0,0,2,0,12,0,0,0,N63,MUSTANGS TRAVEL BASEBALL,2023-01-17T16:19:01.251Z,2023-01-17T16:19:01.251Z,,,
0,521685093,521685093,CALVARY TEMPLE OF BALTIMORE,,821 BRANDY FARMS LN,GAMBRILLS,MD,21054-1631,3359,3,9,1200,1978-02-01,1,10,000000000,5,1,,0,0,6,0,12,,,,,,2023-01-17T16:24:25.248Z,2023-01-17T16:24:25.248Z,,,
0,471732536,471732536,DEAF LESBIAN FESTIVAL BALTIMORE,% CANDANCE A STONE,4708 VONA LN,FREDERICK,MD,21703-7379,0,3,3,1200,2014-12-01,1,16,000000000,5,1,2021-12-01,0,0,2,0,12,0,0,0,R30,,2023-01-17T16:23:43.031Z,2023-01-17T16:23:43.031Z,,,
0,813049475,813049475,EPIPHANY CHURCH OF BALTIMORE,% TREVOR CHIN,5310 HAZELWOOD AVE,BALTIMORE,MD,21206-2232,0,3,3,7000,2017-05-01,1,10,000000000,1,1,,0,0,6,0,12,,,,X20,,2023-01-17T16:26:17.982Z,2023-01-17T16:26:17.982Z,,,
0,260010594,260010594,GREATER BALTIMORE CULTURAL ALLIANCE,% JEANNIE HOWE,120 W NORTH AVE STE 305,BALTIMORE,MD,21201-5833,0,3,3,1000,2002-09-01,1,15,000000000,1,1,2021-12-01,5,5,1,0,12,611820,867226,867226,A99,,2023-01-17T16:18:56.963Z,2023-01-17T16:18:56.963Z,,,
0,521671964,521671964,GREATER BALTIMORE TEMPLE INC,%,PO BOX 690,FINKSBURG,MD,21048-0000,0,3,3,7000,1990-12-01,1,10,001000000,1,1,1995-12-01,6,4,6,0,12,,,,,,2023-01-17T16:24:25.177Z,2023-01-17T16:24:25.177Z,,,
0,273970066,273970066,KAIRALI OF BALTIMORE INC,,9218 GEORGIA BELLE DR,PERRY HALL,MD,21128-9780,0,7,3,1000,2017-04-01,2,0,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,N50,,2023-01-17T16:19:33.131Z,2023-01-17T16:19:33.131Z,,,
0,371975601,371975601,MVP BALTIMORE MINISTRIES INC,,5713 JOHNSON ST,BALTIMORE,MD,21225-3709,0,3,3,1700,2021-08-01,1,15,000000000,1,1,,0,0,2,0,12,,,,,,2023-01-17T16:21:20.651Z,2023-01-17T16:21:20.651Z,,,
0,251148547,251148547,NEW BALTIMORE SPORTSMENS CLUB,% TREASURER,PO BOX 9,NEW BALTIMORE,PA,15553-0009,0,7,3,1000,1970-06-01,2,0,318319317,1,1,2021-12-01,6,5,1,0,12,3185477,881070,452619,,,2023-01-17T16:18:41.910Z,2023-01-17T16:18:41.910Z,,,
0,822808083,822808083,PARTS OF PEACE BALTIMORE,% MARIAH PRATT BONKOWSKI SOLE MBR,2530 OSWEGO AVE,BALTIMORE,MD,21215-7035,0,3,3,1000,2019-05-01,1,4,000000000,1,1,,0,0,0,1,10,,,,P20,PARTS OF PEACE,2021-04-17T14:08:28.445Z,2021-04-17T14:08:28.445Z,pre_2021_06_23,,
0,521636425,521636425,REBUILDING TOGETHER BALTIMORE INC,,5820 YORK RD STE T300,BALTIMORE,MD,21212-3622,0,3,3,1000,1989-10-01,1,15,399000000,1,1,2021-09-01,6,6,1,0,9,1069101,1810219,1810219,L82Z,,2023-01-17T16:24:24.816Z,2023-01-17T16:24:24.816Z,,,
0,204056839,204056839,SKATEPARK OF BALTIMORE INC,% DIANA PHILIP,PO BOX 50001,BALTIMORE,MD,21211-4001,0,3,3,1200,2006-10-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,N32,,2023-01-17T16:17:14.089Z,2023-01-17T16:17:14.089Z,,,
0,863225205,863225205,SOUTH BALTIMORE UNITED INC,,145 W OSTEND ST STE 600,BALTIMORE,MD,21230-3774,0,3,3,1000,2021-08-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,A99,,2023-01-17T16:27:46.999Z,2023-01-17T16:27:46.999Z,,,
0,520674959,520674959,TEMPLE EMANUEL OF BALTIMORE,,3706 CRONDALL LANE,OWINGS MILLS,MD,21117-2234,0,3,3,7000,1983-07-01,1,10,001000000,1,1,,0,0,6,0,6,,,,,,2023-01-17T16:24:14.745Z,2023-01-17T16:24:14.745Z,,,
0,823720299,823720299,THE INITIATIVE BALTIMORE INCORPORATED,,1105 NEWFIELD RD,GWYNN OAK,MD,21207-4861,0,3,3,2000,2018-01-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,O54,,2023-01-17T16:26:43.420Z,2023-01-17T16:26:43.420Z,,,
0,237305478,237305478,WALDORF SCHOOL OF BALTIMORE,,4801 TAMARIND RD,BALTIMORE,MD,21209-4645,0,3,3,2100,1973-08-01,1,11,046030000,1,1,2021-06-01,7,6,1,0,6,6912057,3304821,3300839,,,2023-01-17T16:18:21.503Z,2023-01-17T16:18:21.503Z,,,
0,743070156,743070156,B NAI ZAQUEN BALTIMORE INC,% ROBERT EATON,3524 MEADOWSIDE RD,GWYNN OAK,MD,21207-6247,0,3,3,7000,2007-08-01,1,10,000000000,1,1,,0,0,6,0,3,,,,X21,,2023-01-17T16:25:58.487Z,2023-01-17T16:25:58.487Z,,,
0,204526113,204526113,BALTIMORE AREA BOARDSAILING ASSOCIATION INC,% WILLIAM C ANDERSON,124 BAY PARK WAY,SEVERNA PARK,MD,21146-4643,0,3,3,1200,2006-10-01,1,16,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,N67,,2023-01-17T16:17:15.681Z,2023-01-17T16:17:15.681Z,,,
0,843715979,843715979,BALTIMORE ATHLETIC PERFORMING ARTS FACTORY,,5706 STONINGTON AVE,GWYNN OAK,MD,21207-6859,0,3,3,1200,2019-12-01,1,15,000000000,5,1,,0,0,2,0,12,,,,,,2022-07-18T15:48:32.551Z,2022-07-18T15:48:32.551Z,pre_2022_08_11,,
0,43598368,43598368,BALTIMORE BOARD OF RABBIS INC,% DOBORAH WEEHSLER TREASURER,8501 ARBORWOOD RD,BALTIMORE,MD,21208-1503,0,3,3,7000,2002-03-01,1,15,000000000,1,1,2020-06-01,0,0,2,0,6,0,0,0,X193,,2023-01-17T16:16:46.011Z,2023-01-17T16:16:46.011Z,,,
0,521709541,521709541,BALTIMORE CANCER SUPPORT GROUP INC,% KATHY SYKES,7910 BELAIR RD,BALTIMORE,MD,21236-3706,0,3,3,1200,1991-05-01,1,15,179000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,E60Z,,2023-01-17T16:24:25.564Z,2023-01-17T16:24:25.564Z,,,
0,820538478,820538478,BALTIMORE COLLEGE TOWN NETWORK INC,% DEBRA RUBINO,PO BOX 11049,BALTIMORE,MD,21212-0049,0,3,3,1000,2002-10-01,1,17,000000000,1,1,2021-06-01,5,5,1,0,6,639607,625074,625074,B90,,2023-01-17T16:26:29.466Z,2023-01-17T16:26:29.466Z,,,
0,320250345,320250345,BALTIMORE COUNTY FALLEN FIREFIGHTERS FUND,,PO BOX 479,PARKTON,MD,21120-0479,0,3,3,1000,2008-10-01,1,16,000000000,2,1,2020-12-01,3,1,2,0,12,41925,2377,2377,P60,,2023-01-17T16:20:12.638Z,2023-01-17T16:20:12.638Z,,,
0,521200205,521200205,BALTIMORE COUNTY GENEALOGICAL SOCIETY INC,% GREGORY BURTON,8601 HARFORD RD,PARKVILLE,MD,21234-4611,0,3,3,2000,1983-04-01,1,16,094995000,1,1,2021-12-01,0,0,2,0,12,0,0,0,,,2023-01-17T16:24:19.026Z,2023-01-17T16:24:19.026Z,,,
0,208994339,208994339,BALTIMORE COUNTY SAILING CENTER INCORPORATED,,2200 ROCKY POINT RD,ESSEX,MD,21221-6416,0,3,3,2000,2007-09-01,1,16,000000000,1,1,2021-12-01,4,4,1,0,12,290366,405810,405810,N67,,2023-01-17T16:17:27.696Z,2023-01-17T16:17:27.696Z,,,
0,521209440,521209440,BALTIMORE EVANGELICAL MINISTERS ASSOCIATION INC,% DR EDDIE A MONTGOMERY,801 N BRICE ST,BALTIMORE,MD,21217-1030,0,3,3,7000,1986-07-01,1,10,002000000,1,1,,0,0,6,0,12,,,,,,2023-01-17T16:24:19.203Z,2023-01-17T16:24:19.203Z,,,
0,452429915,452429915,BALTIMORE HERITAGE AREA ASSOCIATION INC,% JEFFREY P BUCHHEIT,1524 HOLLINS ST,BALTIMORE,MD,21223-2418,0,3,3,1200,2011-07-01,1,15,000000000,1,1,2021-06-01,4,5,1,0,6,376128,649204,649204,A80,BALTIMORE NATIONAL HERITAGE AREA,2023-01-17T16:22:52.395Z,2023-01-17T16:22:52.395Z,,,
0,161682580,161682580,BALTIMORE KIDS CHESS LEAGUE INC,% LINDA LEE,9805B YORK RD,COCKEYSVILLE,MD,21030-4913,0,3,3,1000,2004-10-01,1,16,000000000,1,1,2021-12-01,3,4,1,0,12,41331,125151,125151,O50,,2023-01-17T16:16:57.591Z,2023-01-17T16:16:57.591Z,,,
0,521089009,521089009,BALTIMORE MOREHOUSE ALUMNI ASSOC INC,,PO BOX 147,BALTIMORE,MD,21203-0147,0,3,3,1000,2012-05-01,1,15,034040000,1,1,2021-12-01,0,0,2,0,12,0,0,0,B84,,2023-01-17T16:24:18.010Z,2023-01-17T16:24:18.010Z,,,
0,920405470,920405470,BALTIMORE NEIGHBORHOOD BUSINESS DISTRICTS INC,,3030 GREENMOUNT AVE STE 200,BALTIMORE,MD,21218-6904,0,3,3,1000,2022-11-01,1,16,000000000,1,1,,0,0,2,0,12,,,,S20,,2023-01-17T16:28:14.940Z,2023-01-17T16:28:14.940Z,,,
0,521705976,521705976,BALTIMORE RESEARCH & EDUCATION FOUNDATION INC,% DAVID JOHNSON,10 N GREENE ST MSC 15,BALTIMORE,MD,21201-1524,0,3,3,1000,1992-02-01,1,12,162000000,1,1,2021-06-01,8,8,1,0,6,23993863,46333776,5050843,H00J,,2023-01-17T16:24:25.460Z,2023-01-17T16:24:25.460Z,,,
0,471406439,471406439,BALTIMORE ROCK OPERA SOCIETY INC,% DYLAN KOEHLER,3107 GREENMOUNT AVENUE STE 1ST FL,BALTIMORE,MD,21218-3418,0,3,3,1000,2015-03-01,1,15,000000000,1,1,2021-12-01,4,4,1,0,12,130179,187881,187881,A68,,2023-01-17T16:23:40.866Z,2023-01-17T16:23:40.866Z,,,
0,853581308,853581308,BALTIMORE SCORES IN STEM INC,% JOSEPH SELBA,ONE EAST PRATT ST,BALTIMORE,MD,21202-1128,0,3,3,1000,2021-02-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,B82,,2023-01-17T16:27:38.109Z,2023-01-17T16:27:38.109Z,,,
0,521708248,521708248,BALTIMORE URBAN LEADERSHIP FOUNDATION INC,,219 N CHESTER ST,BALTIMORE,MD,21231-1302,0,3,3,1000,1991-05-01,1,15,402000000,1,1,2021-09-01,3,4,1,0,9,89799,139294,139294,P27Z,,2023-01-17T16:24:25.460Z,2023-01-17T16:24:25.460Z,,,
0,521830243,521830243,BALTIMORE WASHINGTON HEALTHCARE SERVICES INC,% ED WUENSCHELL,900 ELKRIDGE LANDING ROAD,LINTHICUM,MD,21090-2924,0,3,3,1000,1994-02-01,1,17,151000000,1,1,2021-06-01,8,9,1,0,6,14143338,73433237,73433237,,,2023-01-17T16:24:27.895Z,2023-01-17T16:24:27.895Z,,,
0,800650822,800650822,BALTIMORE WOMENS INTERCLUB TENNIS LEAGUE,% LYNNE CRAMER,21 IVY REACH CT,COCKEYSVILLE,MD,21030-1755,0,7,3,1000,2020-05-01,2,0,000000000,5,1,2021-12-01,1,1,2,0,12,2122,5400,5400,N66,,2023-01-17T16:26:04.383Z,2023-01-17T16:26:04.383Z,,,
0,521313534,521313534,BALTIMORE-CHESAPEAKE RUGBY FOUNDATION INC,,9609 DONNAN CASTLE CT,LAUREL,MD,20723-5975,0,3,3,1200,2015-01-01,1,15,300000000,1,1,2022-06-01,1,0,2,0,6,8658,0,0,N60,,2023-01-17T16:24:21.594Z,2023-01-17T16:24:21.594Z,,,
0,760785344,760785344,BON SECOURS BALTIMORE DEVELOPMENT INC,% KLEB GEORGE,26 N FULTON AVE,BALTIMORE,MD,21223-1624,928,3,9,1700,1946-03-01,1,10,001150120,5,1,2021-08-01,0,0,6,0,8,0,0,0,,,2023-01-17T16:26:01.024Z,2023-01-17T16:26:01.024Z,,,
0,464926296,464926296,CHABAD OF DOWNTOWN BALTIMORE INC,% LEVI DRUK,407 S HIGH ST,BALTIMORE,MD,21202-4334,5994,3,9,7000,2014-05-01,1,10,000000000,5,1,,0,0,6,0,12,,,,,CHABAD OF DOWNTOWN,2023-01-17T16:23:27.171Z,2023-01-17T16:23:27.171Z,,,
0,521744007,521744007,CITY OF BALTIMORE DEVELOPMENT CORPORATION,,36 S CHARLES ST STE 2100,BALTIMORE,MD,21201-3106,0,3,3,1000,1992-01-01,1,15,400000000,1,1,2021-06-01,8,8,1,0,6,22115045,13864142,13864142,S310,,2023-01-17T16:24:26.006Z,2023-01-17T16:24:26.006Z,,,
0,831812597,831812597,FRIENDS OF BALTIMORE COUNTY CATS,% AMY MCGUIRK,PO BOX 57,BUTLER,MD,21023-0057,0,3,3,1000,2018-09-01,1,15,000000000,1,1,2021-12-01,0,0,2,0,12,0,0,0,D20,,2023-01-17T16:26:55.393Z,2023-01-17T16:26:55.393Z,,,
0,520591602,520591602,FRIENDS SCHOOL OF BALTIMORE INC,,5114 N CHARLES ST,BALTIMORE,MD,21210-2021,0,3,3,1200,1974-01-01,1,11,046030000,1,1,2021-06-01,9,9,1,0,6,92747497,54508540,38147236,B200,,2023-01-17T16:24:14.137Z,2023-01-17T16:24:14.137Z,,,
0,510366329,510366329,LORD BALTIMORE LIONS CHARITIES INC,,PO BOX 525,OCEAN VIEW,DE,19970-0525,0,3,3,1000,1996-03-01,1,16,995160000,1,1,2022-06-01,0,0,2,0,6,0,0,0,X99,,2023-01-17T16:24:11.489Z,2023-01-17T16:24:11.489Z,,,
0,201756433,201756433,NORTH BALTIMORE WRESTLING CLUB INC,% ANDY SPAWN,4705 KESWICK RD,BALTIMORE,MD,21210-2322,0,3,3,2000,2005-02-01,1,16,000000000,1,1,2022-05-01,0,0,2,0,5,0,0,0,N60,,2023-01-17T16:17:04.764Z,2023-01-17T16:17:04.764Z,,,
0,521488247,521488247,PEOPLE S CHURCH OF BALTIMORE,% WALTER B MCCANTS,230 N FULTON AVE,BALTIMORE,MD,21223-1661,0,3,3,1000,1988-03-01,1,10,001007000,1,1,,0,0,6,0,12,,,,,,2023-01-17T16:24:23.636Z,2023-01-17T16:24:23.636Z,,,
0,521295004,521295004,PUMPKIN THEATRE OF BALTIMORE INC,,6013 EUNICE AVE,BALTIMORE,MD,21214-1810,0,3,3,1000,1983-06-01,1,16,088119000,1,1,2019-06-01,1,2,2,0,6,1546,10214,10214,A650,,2023-01-17T16:24:21.129Z,2023-01-17T16:24:21.129Z,,,
0,526043227,526043227,SAINT GEORGES SOCIETY OF BALTIMORE,% HARRY E SILVERWOOD JR,PO BOX 147,RIDERWOOD,MD,21139-0147,0,4,3,3000,1966-03-01,2,0,908319000,1,1,2021-04-01,0,0,2,0,4,0,0,0,,,2023-01-17T16:24:35.897Z,2023-01-17T16:24:35.897Z,,,
0,521490427,521490427,SERRA FOUNDATION OF BALTIMORE INC,,16217 CORBETT VILLAGE LN,MONKTON,MD,21111-1507,0,3,3,1000,2011-10-01,1,16,029043995,1,1,2021-06-01,3,2,2,0,6,69529,10210,10210,X99,,2023-01-17T16:24:23.722Z,2023-01-17T16:24:23.722Z,,,
0,521208789,521208789,SOUTH BALTIMORE BUSINESS ASSOCIATION INC,% HENRY SHOFER,1118 LIGHT ST STE B,BALTIMORE,MD,21230-4132,0,6,3,2000,1982-05-01,2,0,200402000,1,1,2022-03-01,0,0,2,0,3,0,0,0,,,2023-01-17T16:24:19.203Z,2023-01-17T16:24:19.203Z,,,
0,520591676,520591676,TALMUDICAL ACADEMY OF BALTIMORE INC,% RABBI YAAKOV LEFKOVITZ,4445 OLD COURT RD,BALTIMORE,MD,21208-2736,0,3,3,7000,1941-07-01,1,11,046916030,1,1,,0,0,13,0,6,,,,,,2023-01-17T16:24:14.137Z,2023-01-17T16:24:14.137Z,,,
0,521133376,521133376,THE CHRISTIAN FELLOWSHIP OF BALTIMORE,,3118 N CALVERT ST,BALTIMORE,MD,21218-3806,0,3,3,7000,1979-01-01,1,10,001000000,1,1,,0,0,6,0,12,,,,,,2023-01-17T16:24:18.407Z,2023-01-17T16:24:18.407Z,,,
0,237304990,237304990,TORAH INSTITUTE OF BALTIMORE INC,,35 ROSEWOOD LN,OWINGS MILLS,MD,21117-3704,0,3,3,2000,1956-04-01,1,11,030000000,1,1,,3,6,14,0,8,,,,,,2023-01-17T16:18:21.503Z,2023-01-17T16:18:21.503Z,,,
0,237036780,237036780,UNIVERSITY OF BALTIMORE FOUNDATION INC,,1130 N CHARLES ST,BALTIMORE,MD,21201-5506,0,3,3,2000,1969-09-01,1,13,602927000,1,1,2021-06-01,9,8,1,0,6,93760415,21051788,12951464,B110,,2023-01-17T16:18:04.842Z,2023-01-17T16:18:04.842Z,,,
